Splunk_App_BeyondTrust_RS,BeyondTrust Remote Support Dashboard,https://splunkbase.splunk.com/app/5576/,1.0.0#7.2|7.3|8.0|8.1|8.2|9.0|;1.0.1#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|
punchcard_app,Punchcard - Custom Visualization,https://splunkbase.splunk.com/app/3129/,1.3.0#6.6|7.0|7.1|7.2|7.3|;1.1.0#6.5|;1.4.0#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|6.6|;1.2.0#6.6|7.0|7.1|7.2|;1.0.0#6.4|;1.5.0#8.0|8.1|8.2|9.0|
svg,Scalable Vector Graphics - Custom Visualization,https://splunkbase.splunk.com/app/3815/,3.0.1#7.0|7.1|7.2|7.3|8.0|8.1|8.2|8.1.2008|6.6|;3.0.2#7.0|7.1|7.2|7.3|8.0|8.1|8.2|8.1.2008|6.6|;2.0.2#7.2|7.1|7.0|6.6|6.5|;3.0.0#6.6|7.0|7.1|7.2|;2.0.1#6.5|6.6|7.0|7.1|;2.0.0#6.5|6.6|7.0|;1.0.0#6.5|6.6|7.0|;0.0.3#6.5|6.6|7.0|;0.0.2#6.5|6.6|7.0|;0.0.1#6.5|6.6|7.0|;3.5.0#8.2|9.0|;3.4.0#8.2|9.0|;3.3.0#8.2|9.0|
openintelligence-nli-app,OpenIntelligence Natural Language Interface Splunk App,https://splunkbase.splunk.com/app/5705/,1.0.0#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|
ENVOYAddonforSplunk,ENVOY Passport Add-on for Splunk,https://splunkbase.splunk.com/app/3518/,1.0.0#6.5|
instagram,Splunk App for Instagram,https://splunkbase.splunk.com/app/2656/,1.0#6.2|6.3|6.4|6.5|6.6|
71aadcba-7bbf-492b-87f4-e9e31d58b03a,Windows Performance,https://splunkbase.splunk.com/app/1348/,1.0#4.0|4.1|4.2|4.3|5.0|
insteon,Insteon App for Splunk,https://splunkbase.splunk.com/app/2694/,0.9#6.0|6.1|6.2|6.3|6.4|6.5|6.6|;0.8#6.0|6.1|6.2|6.3|;0.7#6.0|6.1|6.2|;0.6#6.0|6.1|6.2|;0.5#6.1|6.2|
TA-trendmicrocloudappsecurity,Trend Micro Cloud App Security Add-On,https://splunkbase.splunk.com/app/5553/,1.0.2#8.0|8.1|8.2|9.0|;1.0.0#8.0|8.1|8.2|9.0|;1.0.1#8.0|8.1|8.2|9.0|
TA_trend_ismva,Trend IMSVA Add-on,https://splunkbase.splunk.com/app/4752/,1.0.0#7.0|7.1|7.2|7.3|
google_drive,Google Import/Export,https://splunkbase.splunk.com/app/2630/,2.0.5#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.0#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.0.1#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.3#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.0.3#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.1#6.1|6.2|6.3|6.4|6.5|;1.0#6.1|6.2|6.3|;2.0.4#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.0.2#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;0.6#6.0|6.1|6.2|6.3|;0.5#6.0|6.1|6.2|;1.0.2#6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|7.3|;2.0.6#8.0|8.1.2008|8.1|8.2|9.0|
CloudSploit,CloudSploit App For Splunk,https://splunkbase.splunk.com/app/4274/,1.1.0#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.0#7.0|7.1|7.2|
TA-azure-event-hubs-grabber,Azure Event Hubs Simple Grabber,https://splunkbase.splunk.com/app/4512/,1.0.7#6.6|7.0|7.1|7.2|;1.0.6#6.6|7.0|7.1|7.2|;1.0.5#6.6|7.0|7.1|7.2|;1.0.4#6.6|7.0|7.1|7.2|;1.0.3#6.6|7.0|7.1|7.2|;1.0.2#6.6|7.0|7.1|7.2|;1.0.1#6.6|7.0|7.1|7.2|;1.0.0#6.6|7.0|7.1|7.2|
lookup_editor,Splunk App for Lookup File Editing,https://splunkbase.splunk.com/app/1724/,2.5.0#6.1|6.2|6.3|6.4|6.5|;1.3#7.2|6.1|6.0|5.0|;3.4.5#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;3.4.6#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.7.0#6.1|6.2|6.3|6.4|6.5|6.6|;2.3.2#6.1|6.2|6.3|6.4|;2.3.3#6.1|6.2|6.3|6.4|6.5|;3.0.3#6.4|6.5|6.6|7.0|7.1|;3.5.0#8.1|8.2|9.0|;2.3.4#6.1|6.2|6.3|6.4|6.5|;1.3.1#7.2|6.2|6.1|6.0|5.0|;2.6.2#6.1|6.2|6.3|6.4|6.5|6.6|;2.6.1#6.1|6.2|6.3|6.4|6.5|6.6|;2.6.0#6.1|6.2|6.3|6.4|6.5|6.6|;3.1.0#6.4|6.5|6.6|7.0|7.1|7.2|;3.0.4#6.4|6.5|6.6|7.0|7.1|7.2|;3.0.5#6.4|6.5|6.6|7.0|7.1|7.2|;2.3#6.1|6.2|6.3|6.4|;2.2#6.1|6.2|6.3|6.4|;3.0.0#6.4|6.5|6.6|7.0|7.1|;3.0.1#6.4|6.5|6.6|7.0|7.1|;3.0.2#6.4|6.5|6.6|7.0|7.1|;3.3#6.4|6.5|6.6|7.0|7.1|7.2|;2.4.0#6.1|6.2|6.3|6.4|6.5|;2.3.1#6.1|6.2|6.3|6.4|;0.7#7.2|6.0|5.0|;0.6#7.2|6.0|5.0|;0.5#7.2|6.0|;1.1#7.2|6.1|6.0|5.0|;3.3.3#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;3.3.2#6.4|6.5|6.6|7.0|7.1|7.2|7.3|;1.4.0#7.2|6.2|6.1|6.0|5.0|;1.4.1#7.2|6.3|6.2|6.1|6.0|5.0|;3.3.1#6.4|6.5|6.6|7.0|7.1|7.2|7.3|;1.2#7.2|6.1|6.0|5.0|;2.1.0#6.1|6.2|6.3|;2.1.1#6.1|6.2|6.3|6.4|;2.1.2#6.1|6.2|6.3|6.4|;3.4.3#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.0.1#6.0|6.1|6.2|6.3|;2.0.0#6.0|6.1|6.2|6.3|;2.0.3#6.0|6.1|6.2|6.3|;2.0.2#6.0|6.1|6.2|6.3|;3.4.0#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0#7.2|6.1|6.0|5.0|;3.4.1#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;3.4.2#6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.7.1#6.1|6.2|6.3|6.4|6.5|6.6|7.0|;3.4.4#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;3.2.0#6.4|6.5|6.6|7.0|7.1|7.2|;3.2.1#6.4|6.5|6.6|7.0|7.1|7.2|;3.6.0#8.1|8.2|9.0|
PA-nmon_light,PA-nmon_light,https://splunkbase.splunk.com/app/4067/,1.3.22#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|
TA-opswat_ai,OPSWAT Application Information API Connector,https://splunkbase.splunk.com/app/3812/,1.0.2#6.4|6.5|6.6|7.0|7.1|;1.0.0#6.4|6.5|6.6|7.0|;1.0.1#6.4|6.5|6.6|7.0|
splunk_app_Dynatrace,Dynatrace App for Splunk,https://splunkbase.splunk.com/app/4040/,1.0.0#6.5|6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|
triggr,Triggr,https://splunkbase.splunk.com/app/5745/,1.1.0#8.0|8.1.2008|8.1|8.2|9.0|;1.0.0#8.0|8.1.2008|8.1|8.2|9.0|
TA-fire_bubbles,Technology Add-on for Fire Brigade version 2,https://splunkbase.splunk.com/app/1633/,2.0#6.0|;2.0.1#7.1|7.3|8.0|8.1.2008|8.1|8.2|9.0|
TA-EclecticIQ-Platform,EclecticIQ Platform log collector and parser,https://splunkbase.splunk.com/app/5165/,1.0.0#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.1#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|
TA_whois_xml_email_verification_api,Whois XML Email Verification API for Splunk,https://splunkbase.splunk.com/app/5298/,1.0.2#8.0|8.1|8.2|9.0|;1.0.1#8.0|8.1.2008|8.1|8.2|9.0|;1.0.3#8.0|8.1.2008|8.1|8.2|9.0|
kvstore_tools,KV Store Tools Redux,https://splunkbase.splunk.com/app/5328/,2.0.1#7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.0.0#7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.0.2#7.3|8.0|8.1|8.2|9.0|;2.0.6#8.0|8.1.2008|8.1|8.2|9.0|;2.0.5#7.3|8.0|8.1|8.2|9.0|;2.0.8#8.0|8.1.2008|8.1|8.2|9.0|
slackit,slackit,https://splunkbase.splunk.com/app/2784/,1.2#6.0|6.1|6.2|;1.3#6.0|6.1|6.2|;1.0#6.0|6.1|6.2|;1.1#6.0|6.1|6.2|
ts3,Splunk for Teamspeak,https://splunkbase.splunk.com/app/1610/,1.0#4.0|4.1|4.2|4.3|5.0|6.0|;1.1#4.0|4.1|4.2|4.3|5.0|6.0|
Cisco_WSA_Insight,Cisco Web Security Appliance (WSA) Insight,https://splunkbase.splunk.com/app/5524/,0.0.7#7.2|7.3|8.0|8.1|8.2|9.0|8.1.2008|;0.0.5#7.2|7.3|8.0|8.1|8.2|9.0|;0.0.4#7.2|7.3|8.0|8.1|8.2|9.0|8.1.2008|;0.0.8#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;0.0.9#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;0.0.6#7.2|7.3|8.0|8.1|8.2|9.0|;0.0.3#7.2|7.3|8.0|8.1|8.2|9.0|;0.0.2#7.2|7.3|8.0|8.1|8.2|9.0|;0.0.1#7.2|7.3|8.0|8.1|8.2|9.0|;0.0.10#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|
TA_PentaWAF,Penta WAF TA,https://splunkbase.splunk.com/app/4590/,1.0.0#6.5|6.6|7.0|7.1|7.2|7.3|
region_chart_viz,Region Chart Viz,https://splunkbase.splunk.com/app/4911/,1.1.10#7.2|7.3|8.0|8.1|8.2|9.0|;1.1.8#7.2|7.3|8.0|8.1|8.2|9.0|;1.1.7#7.2|7.3|8.0|8.1|8.2|9.0|;1.1.5#7.2|7.3|8.0|8.1|8.2|9.0|;1.1.9#7.2|7.3|8.0|8.2|9.0|;1.0.4#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.5#7.2|7.3|8.0|8.1|;1.0.3#6.5|6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.1.6#7.2|7.3|8.0|8.1|8.2|9.0|;1.0.2#6.5|6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.0#6.5|6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|
Hurricane_Labs_Vulnerability_Management,Hurricane Labs App for Vulnerability Management,https://splunkbase.splunk.com/app/1861/,3.0#6.0|6.1|;3.0.1#6.0|6.1|6.2|
TA-torque,Torque,https://splunkbase.splunk.com/app/4800/,0.1.0#7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;0.1.1#7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;0.2.1#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;0.2.0#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;0.0.1#7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|
SecKit_SA_idm_windows,SecKit Windows Assets Add-on for Splunk Enterprise Security,https://splunkbase.splunk.com/app/3059/,2.6.0R389df76#6.5|6.6|7.0|7.1|7.2|;1.1.1#6.3|;1.1.2#6.3|;2.1.1#6.3|6.4|;2.1.2#6.3|6.4|6.5|;2.1.3#6.3|6.4|6.5|;1.1.0#6.3|;2.5.0Rf4e16a6#6.6|7.0|7.1|;2.0.3#6.3|6.4|;2.4.1#6.4|6.5|6.6|;2.5.2D67a4e40#6.5|6.6|7.0|7.1|;2.4.3#6.4|6.5|6.6|;2.4.2#6.4|6.5|6.6|;2.4.5#6.5|6.6|;2.4.4#6.4|6.5|6.6|;3.0.4Ra988ca6#7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;2.5.1R5a9f0af#7.0|7.1|;2.2.5#6.3|6.4|6.5|;2.3.1#6.4|6.5|6.6|;1.2.0#6.2|6.3|6.4|;2.2.1#6.2|6.3|6.4|6.5|;2.2.0#6.2|6.3|6.4|6.5|;2.0.1#6.3|6.4|
TA-crowdstrike,CrowdStrike Falcon Endpoint Add-on,https://splunkbase.splunk.com/app/3944/,1.0.6#6.4|6.5|6.6|7.0|7.1|7.2|;1.0.7#7.0|7.1|7.2|7.3|8.0|;1.0.4#6.4|6.5|6.6|7.0|;1.0.5#6.4|6.5|6.6|7.0|7.1|7.2|;1.0.2#6.4|6.5|6.6|7.0|;1.0.3#6.4|6.5|6.6|7.0|;1.0.1#6.4|6.5|6.6|7.0|;1.0.0#6.4|6.5|6.6|7.0|
TA-stackrox,StackRox Kubernetes Security Platform - Splunk Technology Add-on,https://splunkbase.splunk.com/app/5315/,1.1.2#8.1|;1.1.1#8.1|8.2|9.0|;1.0.0#8.1|8.2|9.0|
loginIDS,LoginIDS,https://splunkbase.splunk.com/app/1282/,1.0#4.0|4.1|4.2|4.3|5.0|
TA-defender-atp-status-check,Defender ATP Status Check Add-on,https://splunkbase.splunk.com/app/5691/,1.0.0#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|
TA-VaultSync,HashiCorp Vault Synchronization Add-on for Splunk,https://splunkbase.splunk.com/app/5207/,1.0.0#8.0|8.1.2008|8.1|8.2|9.0|
TA-FireEye_Helix,FireEye Helix,https://splunkbase.splunk.com/app/3737/,1.0.1#6.3|6.4|6.5|6.6|7.0|;1.0.0#6.3|6.4|6.5|6.6|7.0|
hurricane_labs_open_port_detection,Hurricane Labs Open Port Detection,https://splunkbase.splunk.com/app/3874/,2.1.0#6.6|7.0|;2.1.1#6.6|7.0|;2.0#6.6|7.0|
c3bc3842-bab8-11ea-8a17-021b8c53e3f4,Splongo - A MongoDB Connector for Splunk,https://splunkbase.splunk.com/app/5104/,-
Splunk_Essentials_For_ITTM,Splunk Essentials for Infrastructure Troubleshooting and Monitoring,https://splunkbase.splunk.com/app/4091/,1.1.2#6.6|7.0|7.1|7.2|;1.1.1#6.6|7.0|7.1|;1.1.6#6.6|7.0|7.1|7.2|;1.1.5#7.0|7.1|7.2|;1.1.4#7.0|7.1|7.2|;1.1.3#6.6|7.0|7.1|7.2|;1.1.0#6.6|7.0|7.1|
VisualOverlayApp,Visual Overlay - Customized Map and Points,https://splunkbase.splunk.com/app/5651/,1.3.1#8.2|9.0|;1.3.0#8.2|9.0|;1.3.3#8.2|9.0|;1.3.2#8.2|9.0|;1.3.5#8.2|9.0|;1.3.4#8.2|9.0|;1.3.6#8.2|9.0|;1.4.0#8.2|9.0|;1.0#8.2|9.0|;1.2.0#8.2|9.0|;1.2.1#8.2|9.0|;1.2.2#8.2|9.0|;1.1#8.2|9.0|
Splunk_TA_microsoft_sysmon,Splunk Add-on for Sysmon,https://splunkbase.splunk.com/app/5709/,1.0.1#8.1|8.2|9.0|;2.0.0#8.1|8.2|9.0|;1.0.0#8.1|8.2|9.0|;3.0.0#8.1|8.2|9.0|
TA-facter,Facter Add-on for Splunk (TA-facter),https://splunkbase.splunk.com/app/2907/,1.0#6.2|6.3|
SplunkForNCircle,nCircle - Splunk for nCircle,https://splunkbase.splunk.com/app/2877/,1.0.2#6.0|6.1|6.2|6.3|6.4|;1.0.0#6.0|6.1|6.2|;1.0.1#6.0|6.1|6.2|
splunk_secure_gateway,Splunk Secure Gateway,https://splunkbase.splunk.com/app/5259/,2.0.1001#8.1|
TA-securitytrails,SecurityTrails Add-On For Splunk,https://splunkbase.splunk.com/app/3904/,1.1.1#6.5|6.6|7.0|7.1|;1.2.0#7.0|7.1|7.2|
TA-mwg,TA-mwg,https://splunkbase.splunk.com/app/3653/,1.9.3#5.0|6.0|6.1|6.2|6.3|6.4|6.5|6.6|;1.9.6#5.0|6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.9.5#6.0|6.1|6.2|6.3|6.4|6.5|6.6|
TA-ccure,ccure add-on,https://splunkbase.splunk.com/app/4333/,1.0.0#6.5|6.6|7.0|7.1|7.2|
amazon_ses,Amazon Simple Email Service App for Splunk,https://splunkbase.splunk.com/app/4411/,1.0.0#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|;1.0.1#7.2|7.3|8.0|8.1|8.2|9.0|
owncloud_app,ownCloud App for Splunk,https://splunkbase.splunk.com/app/5503/,1.0.2#8.0|8.1|8.2|9.0|;1.0.0#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.1#7.2|7.3|8.0|8.1|
regex_ids,Regex IDS,https://splunkbase.splunk.com/app/2805/,0.1#6.0|6.1|6.2|6.3|6.4|
funnel_app,Funnel Visualization,https://splunkbase.splunk.com/app/3413/,1.0#6.5|
TA-crowdstrike-devices,CS Devices Connector for Splunk,https://splunkbase.splunk.com/app/5285/,1.0.0#7.1|7.2|7.3|8.0|8.1|8.2|9.0|
TA-nasa---earth-observatory-collector-eonet,NASA - Earth Observatory Event Tracker,https://splunkbase.splunk.com/app/4239/,1.0.0#7.1|7.2|;1.0.1#7.1|7.2|
victorops_app,Splunk On-Call (VictorOps),https://splunkbase.splunk.com/app/3546/,1.0.14#7.0|7.1|7.2|7.3|;1.0.15#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.16#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.17#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.29#8.0|8.1.2008|8.1|8.2|9.0|;1.0.11#7.0|7.1|7.2|7.3|;1.0.12#7.0|7.1|7.2|7.3|;1.0.13#7.0|7.1|7.2|7.3|;1.0.32#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.33#7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.30#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.31#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.18#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.27#8.0|8.1.2008|8.1|8.2|9.0|;1.0.23#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.22#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.25#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.26#8.0|8.1.2008|8.1|8.2|9.0|;1.0.8#7.0|7.1|7.2|;1.0.9#6.5|6.6|7.0|7.1|7.2|;1.0.7#6.6|7.0|7.1|7.2|;1.0.2#6.5|6.6|;1.0.0#6.3|6.4|6.5|;1.0.1#6.5|6.6|;1.0.34#7.2|7.3|8.0|8.1|8.2|9.0|;1.0.20#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.10#6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|;1.0.24#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.0.28#8.0|8.1.2008|8.1|8.2|9.0|;1.0.36#7.2|7.3|8.0|8.1|8.2|9.0|
TA-Suricata,Splunk TA for Suricata,https://splunkbase.splunk.com/app/2760/,2.3.3#6.2|6.3|6.4|6.5|;2.3#6.2|6.3|6.4|6.5|;2.0.1#6.1|6.2|;1.0#6.2|;2.0.2#6.2|6.3|
splunk_3d_addon,Splunk 3D Add-on,https://splunkbase.splunk.com/app/3488/,0.9.2#6.0|6.1|6.2|6.3|6.4|6.5|6.6|;0.9.1#6.0|6.1|6.2|6.3|6.4|6.5|6.6|;0.9#6.0|6.1|6.2|6.3|6.4|6.5|
dsa,SonicWall Analytics,https://splunkbase.splunk.com/app/1867/,2.0#6.1|6.2|;1.0.4#6.0|6.1|6.2|;1.0.2#6.0|6.1|;1.0.3#6.0|6.1|6.2|;1.0#6.0|6.1|;1.0.1#6.0|6.1|
